campaign,mfr_recall_no,population,component_name,component_desc,part_number,supplier_name,supplier_country,defect_cause,fmvss,remedy_type,corrected_in_production,chronology_attached,chronology_note,chronology_url,pdf_url,affected_models,supplier_canonical,supplier_group
26V047000,293,41651,UNIT ASSY-CLUSTER,Sonata (SIF/HEV) Specification,940C3-L1100,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,Tucson (HEV/PHV) Specification,940C3-N9000,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,Tucson (HEV/PHV) Specification,940C3-N9300,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,Palisade (SIF/HEV) Specification,940C3-P9060,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,IONIQ 5 (EBP) Specification,940C3-PI010,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,IONIQ 5 (EBP) Specification,940C3-PI020,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,IONIQ 5 (EBP) Specification,940C3-PI000,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V047000,293,41651,UNIT ASSY-CLUSTER,Santa Fe (SIF/HEV) Specification,940C3-R6000,HYUNDAI MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",101,"The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.","The remedy IP cluster software logic was implemented in phases per model from September 16, 2025, through December 1, 2025.",False,"September 2025 – January 2026 On September 18, 2025, HMC informed NASO of an investigation in the Korean market related to cluster operational errors potentially occurring during driving. Following this notification, NASO initiated monitoring of the North American market for similar allegations. NAS",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V047-2209.pdf,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (25MY),37501-PI020,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (25MY),37501-PI050,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (25MY),37501-PI070,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (25MY),37501-PI700,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (25MY),37501-PI720,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (26MY),37501-PI900,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 5 (26MY),37501-PI920,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 9,37501-TD820,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V068000,294,27,Battery System Assembly,High-voltage Battery Pack for IONIQ 9,37501-TD840,"Mobis North America Electrified (""MNAe"")",United States,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.","Process control enhancements were implemented in November 2025, including improved rework and inspection frequency/criteria.",False,"November 2025 On November 18, 2025, HMGMA notified NASO of a potential condition involving high voltage busbar bolts within certain BSA units supplied by MNAe. According to the supplier, the issue was identified after a BSA unit failed an automated quality test during production, prompting further i",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V068-0010.pdf,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
26V169000,297,46787,"BUCKLE & ANCHOR ASSY-3RD, LH",LH 3rd row Seat Belt Buckle and Anchor Assembly,898J3-P9000,"JOYSON SAFETY SYSTEMS KOREA CO., LTD.","Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2026 Hyundai Palisade and 2026 Hyundai Palisade Hybrid vehicles equipped with ""Limited"" and ""Calligraphy"" trim packages. The internal wiring within the third-row driver-side seat belt buckle may become damaged and result in a permanent display of a belted third-row driver-side seat on the instrument panel. ",,"Dealers will install a wiring harness extension and replace the seat belt assembly, as necessary, free of charge. Owner notification letters were mailed beginning May 8, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 297. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov March 21, 2026.","The revised seat belt assemblies were implemented as a production running change on November 7, 2025.",False,"January 2026 January 7, 2026 – The North America Safety Office (“NASO”) received information from HMC regarding certain model year 2026 Palisade vehicles in the Korean domestic market exhibiting a false indication of the latch status for the 3rd-row driver-side seat belt. According to HMC, the inter",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V169-9259.pdf,PALISADE 2026; PALISADE HYBRID 2026,"JOYSON SAFETY SYSTEMS KOREA CO., LTD.",Joyson Safety Systems
26V316000,302,423062,UNIT-FR VIEW CAMERA,Multi-function camera providing camera support for the FCA.,99211-CW500,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.","The revised software was adopted as a production running change on March 12, 2026, at Ulsan, April 2, 2026, at HMMA, and March 31, 2025, at KMX.",False,"Month(s): January 2025 – September 2025 January 11 through May 28 – Following receipt of a Vehicle Owner Questionnaire (“VOQ”), Hyundai’s North America Safety Office (“NASO”) launched a new investigation into allegations of unintended braking involving vehicles in the U.S. During this period, NASO c",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V316-9486.pdf,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
26V316000,302,423062,UNIT-FR VIEW CAMERA,Multi-function camera providing camera support for the FCA.,99211-N7000,MOBIS,"Korea, Republic Of","Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.","The revised software was adopted as a production running change on March 12, 2026, at Ulsan, April 2, 2026, at HMMA, and March 31, 2025, at KMX.",False,"Month(s): January 2025 – September 2025 January 11 through May 28 – Following receipt of a Vehicle Owner Questionnaire (“VOQ”), Hyundai’s North America Safety Office (“NASO”) launched a new investigation into allegations of unintended braking involving vehicles in the U.S. During this period, NASO c",,https://static.nhtsa.gov/odi/rcl/2026/RCLRPT-26V316-9486.pdf,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026,Hyundai Mobis,Hyundai Mobis
