CAMPNO,MFGCAMPNO,MFGTXT,POTAFF,RCDATE,ODATE,COMPNAME,MFR_COMP_NAME,MFR_COMP_PTNO,MFR_COMP_DESC,FMVSS,RPNO,DESC_DEFECT,CONEQUENCE_DEFECT,CORRECTIVE_ACTION,NOTES,DO_NOT_DRIVE,PARK_OUTSIDE,affected_models
24V246000,258,Hyundai Motor America,18206,20240402,20240531,BACK OVER PREVENTION:SOFTWARE,HEAD UNIT ASSY-AVN,96560-R6060,ccNC AVN,111,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  The rearview camera image may be obstructed by a trailer parking assist message.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",An obstructed rearview camera image reduces rearward visibility and increases the risk of a crash or injury.,"Hyundai will release an over-the-air (OTA) software update.  Owner notification letters were mailed beginning May 31, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 258.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SANTA FE 2024
24V246000,258,Hyundai Motor America,18206,20240402,20240531,BACK OVER PREVENTION:SOFTWARE,HEAD UNIT ASSY-AVN,96560-R6240,ccNC AVN,111,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  The rearview camera image may be obstructed by a trailer parking assist message.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",An obstructed rearview camera image reduces rearward visibility and increases the risk of a crash or injury.,"Hyundai will release an over-the-air (OTA) software update.  Owner notification letters were mailed beginning May 31, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 258.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SANTA FE 2024
24V246000,258,Hyundai Motor America,18206,20240402,20240531,BACK OVER PREVENTION:SOFTWARE,HEAD UNIT ASSY-AVN,96560-R6260,ccNC AVN,111,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  The rearview camera image may be obstructed by a trailer parking assist message.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",An obstructed rearview camera image reduces rearward visibility and increases the risk of a crash or injury.,"Hyundai will release an over-the-air (OTA) software update.  Owner notification letters were mailed beginning May 31, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 258.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SANTA FE 2024
24V287000,SC309,"Kia America, Inc.",95,20240423,20240507,ELECTRICAL SYSTEM:WIRING,WIRING ASSY-MAIN,91150-R5***,Main Wiring Harness Assembly,,,"Kia America, Inc. (Kia) is recalling certain 2024 Sorento vehicles.  The motor driven power steering (MDPS) wiring harness may be incorrectly assembled, which can result in a loss of power steering assist.",A loss of power steering assist increases the risk of a crash.  ,"Dealers will inspect and repair, or replace the MDPS wiring harness as necessary, free of charge.  Owner notification letters were mailed May 7, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC309.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SORENTO 2024
24V308000,260,Hyundai Motor America,13511,20240501,20240628,ENGINE AND ENGINE COOLING:EXHAUST SYSTEM:EMISSION CONTROL:GAS RECIRCULATION VALVE (EGR VALVE),VALVE ASSY-EGR,28400-2J310,EGR valve assembly - 2024 Kona specification,,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Elantra, Venue, and Kona vehicles.  An electrical short circuit may occur in the exhaust gas recirculation (EGR) valve assembly, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash. ,"Dealers will replace the exhaust gas recirculation valve assembly, free of charge.  Owner notification letters were mailed June 28, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 260.  ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,ELANTRA 2024; KONA 2024; VENUE 2024
24V308000,260,Hyundai Motor America,13511,20240501,20240628,ENGINE AND ENGINE COOLING:EXHAUST SYSTEM:EMISSION CONTROL:GAS RECIRCULATION VALVE (EGR VALVE),VALVE ASSY-EGR,28410-2M330,EGR valve assembly - 2024 Elantra/Venue specification,,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Elantra, Venue, and Kona vehicles.  An electrical short circuit may occur in the exhaust gas recirculation (EGR) valve assembly, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash. ,"Dealers will replace the exhaust gas recirculation valve assembly, free of charge.  Owner notification letters were mailed June 28, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 260.  ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,ELANTRA 2024; KONA 2024; VENUE 2024
24V338000,SC312,"Kia America, Inc.",4,20240514,20240605,SEAT BELTS:FRONT:RETRACTOR,S/BELT ASSY-FR RH,88820-DO500EMA,Front Passenger Seatbelt Assembly,208,,"Kia America, Inc. (Kia) is recalling certain 2024 EV9 vehicles.  The front passenger seat belt retractor cover may not be secured properly, which can cause the front passenger seat belt automatic locking retractor (ALR) and emergency locking retractor (ELR) to not operate as intended.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 208, ""Occupant Crash Protection"" and 209, ""Seat Belt Assemblies.""",A seat belt retractor that does not operate as intended increases the risk of injury in a crash. ,"Dealers will replace the front passenger seat belt assembly, free of charge.  Owner notification letters were mailed June 5, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC312. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,EV9 2024
24V358000,SC314,"Kia America, Inc.",2209,20240521,20240719,ELECTRICAL SYSTEM:PROPULSION SYSTEM:SHOCK PROTECTION,SAFETY PLUG ASSY-FEMALE,37518-K4000,Safety Plug Assembly (Female),,,"Kia America, Inc. (Kia) is recalling certain 2022 Niro EV vehicles.  The high voltage battery safety plug may overheat and melt, which can cause a loss of drive power or fire.","A loss of drive power increases the risk of a crash, and a fire increases the risk of injury. ","Owners are advised not to charge their vehicle in a garage or any other covered structure until the recall repair is completed.  Dealers will replace the safety plug, free of charge.  Owner notification letters were mailed July 19, 2024.  Kia's number for this recall is SC314. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO EV 2022
24V529000,263,Hyundai Motor America,12349,20240711,20240826,POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE:SOFTWARE,TRANSMISSION CONTROL UNIT,954A1-2N820,TCU specified for Hyundai Santa Fe,,,Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  A software error in the transmission control unit may result in a vehicle roll away when the vehicle is in PARK.,A vehicle roll away increases the risk of a crash or injury.,"Owners are advised to use the emergency parking brake after parking their vehicles.  Hyundai will release an over-the-air (OTA) software update for the transmission control unit.  In addition, dealers will inspect and replace the dual clutch transmission, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed beginning August 26, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 263.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SANTA FE 2024
24V529000,263,Hyundai Motor America,12349,20240711,20240826,POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE:SOFTWARE,TRANSMISSION CONTROL UNIT,954A1-2N830,TCU specified for Hyundai Santa Fe,,,Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  A software error in the transmission control unit may result in a vehicle roll away when the vehicle is in PARK.,A vehicle roll away increases the risk of a crash or injury.,"Owners are advised to use the emergency parking brake after parking their vehicles.  Hyundai will release an over-the-air (OTA) software update for the transmission control unit.  In addition, dealers will inspect and replace the dual clutch transmission, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed beginning August 26, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 263.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SANTA FE 2024
24V583000,267,Hyundai Motor America,38331,20240807,20240912,EXTERIOR LIGHTING:BRAKE LIGHTS,HYDRAULIC UNIT ASSY,58910-L1310,Assembly containing Hydraulic Electronic Control Unit (âHECUâ),108,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Hyundai Sonata vehicles.  The software for the brake lights may cause the brake lights to flash and not illuminate properly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Flashing brake lights may cause confusion for other drivers on the road, increasing the risk of a crash.","Dealers will update the rear brake light software, free of charge.  Additionally, Hyundai will release the software update over-the-air (OTA).  Owner notification letters were mailed September 12, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 267.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SONATA 2024
24V583000,267,Hyundai Motor America,38331,20240807,20240912,EXTERIOR LIGHTING:BRAKE LIGHTS,HYDRAULIC UNIT ASSY,58910-L1410,Assembly containing Hydraulic Electronic Control Unit (âHECUâ),108,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Hyundai Sonata vehicles.  The software for the brake lights may cause the brake lights to flash and not illuminate properly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Flashing brake lights may cause confusion for other drivers on the road, increasing the risk of a crash.","Dealers will update the rear brake light software, free of charge.  Additionally, Hyundai will release the software update over-the-air (OTA).  Owner notification letters were mailed September 12, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 267.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SONATA 2024
24V583000,267,Hyundai Motor America,38331,20240807,20240912,EXTERIOR LIGHTING:BRAKE LIGHTS,HYDRAULIC UNIT ASSY,58910-L1560,Assembly containing Hydraulic Electronic Control Unit (âHECUâ),108,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Hyundai Sonata vehicles.  The software for the brake lights may cause the brake lights to flash and not illuminate properly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Flashing brake lights may cause confusion for other drivers on the road, increasing the risk of a crash.","Dealers will update the rear brake light software, free of charge.  Additionally, Hyundai will release the software update over-the-air (OTA).  Owner notification letters were mailed September 12, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 267.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SONATA 2024
24V693000,SC324,"Kia America, Inc.",12400,20240917,20241004,PARKING BRAKE:ELECTRICAL:CONTROL MODULE:SOFTWARE,UNIT ASSY-INTEGRATED ELECTRIC BRAKE,58520-XA000,Integrated Electronic Brake,,,"Kia America, Inc. (Kia) is recalling certain 2024 EV9 vehicles.  A software error may cause the remote smart parking assist feature, which allows the operator to remotely move the vehicle, to miscalculate stopping distances. ",A remote smart parking assist feature that miscalculates stopping distances may increase the risk of a crash. ,"Dealers will update the integrated electronic brake software, free of charge.  Owner notification letters were mailed October 4, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC324. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,EV9 2024
24V757000,SC326,"Kia America, Inc.",14163,20241010,20241025,ELECTRICAL SYSTEM:SOFTWARE,UNIT ASSY-CLUSTER,940C3-DO010,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2024-2025 EV9 vehicles.  Due to a software error, the instrument panel screen may fail.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","The instrument cluster software will be updated by a dealer or through an over-the-air (OTA) update, free of charge.  Owner notification letters were mailed October 25, 2024.  Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC326.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,EV9 2024; EV9 2025
24V843000,270,Hyundai Motor America,34964,20241107,20241202,ELECTRICAL SYSTEM:WIRING:SWITCHES/KNOBS/BUTTONS,Overhead Console Lamp,92810-R6110,Overhead console assembly on the roof,118,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe and Santa Fe Hybrid vehicles. The overhead console rear sunshade switch knob may not be fully recessed, which can result in unintentional closing of the sunshade.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 118, ""Power-Operated Window, Partition and Roof Panel Systems.""",A sunshade that closes unexpectedly can increase the risk of injury.,"Dealers will replace the switch knobs, free of charge.  Owner notification letters were mailed December 2, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 270.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,SANTA FE 2024; SANTA FE HYBRID 2024
24V867000,SC327,"Kia America, Inc.",62872,20241118,20241213,ELECTRICAL SYSTEM:PROPULSION SYSTEM:CHARGING:MODULE:SOFTWARE,ICCU ASSY,36400-1XFA0 / 36400-1XFA0QQK,Integrated Charging Control Unit Assembly,,,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed December 13, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC327.  This recall expands and replaces previous recall number 24V-200.  Vehicles previously repaired under recall 24V-200 will need to have the new remedy completed. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,EV6 2022; EV6 2023; EV6 2024
24V868000,"272 (H), 025G (G)",Hyundai Motor America,145642,20241118,20241220,ELECTRICAL SYSTEM:PROPULSION SYSTEM:CHARGING:MODULE:SOFTWARE,ICCU ASSEMBLY,36400-1XAA0,Integrated Charging Control Unit,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2025 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed December 20, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460 or Genesis customer service at 1-844-340-9741.  Hyundai's numbers for this recall are 272 (Hyundai) and 025G (Genesis).  This recall expands and replaces previous recall number 24V-204. Vehicles previously repaired under recall 24V-204 will need to have the new remedy completed. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,GV60 2023; GV60 2024; GV60 2025; GV70 ELECTRIFIED 2023; GV70 ELECTRIFIED 2024; GV70 ELECTRIFIED 2025; IONIQ 5 2022; IONIQ 5 2023; IONIQ 5 2024; IONIQ 6 2023; IONIQ 6 2024; IONIQ 6 2025
24V877000,273,Hyundai Motor America,42465,20241120,20241217,ELECTRICAL SYSTEM:WIRING,Cover assy - Console Upr,84650-CW000,"Console upper Assy with Cover, switch & wiring",,,"Hyundai Motor America (Hyundai) is recalling certain 2025 Tucson and Santa Cruz vehicles.  The console extension wiring assembly may be routed improperly, allowing the transmission to be shifted out of Park without applying the brake pedal. ","A transmission that can shift out of Park without applying the brake pedal can result in a vehicle roll away, increasing the risk of a crash. ","Owners are advised to use the parking brake when parking the vehicle.  Dealers will reroute the console extension wiring assembly, free of charge.  Owner notification letters were mailed December 17, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 273. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov. ,No,No,SANTA CRUZ 2025; TUCSON 2025
24V879000,271,Hyundai Motor America,226118,20241121,20250114,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,UNIT ASSY REAR VIEW CAMERA,99240-AA200,REAR VIEW CAMERA (Elantra models),111,,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Santa Fe, Santa Fe HEV, Elantra, Elantra HEV and 2022 Elantra N and Santa Fe PHEV vehicles.  Due to a damaged printed circuit board, the rearview camera image may fail to display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",A rearview image that does not display reduces the driver's visibility and increases the risk of a crash. ,"Dealers will replace the rearview camera, free of charge.  Owner notification letters were mailed January 14, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 271.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,ELANTRA 2021; ELANTRA 2022; ELANTRA HYBRID 2021; ELANTRA HYBRID 2022; ELANTRA N 2022; SANTA FE 2021; SANTA FE 2022; SANTA FE HYBRID 2021; SANTA FE HYBRID 2022; SANTA FE PLUG-IN HYBRID 2022
24V879000,271,Hyundai Motor America,226118,20241121,20250114,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,UNIT ASSY REAR VIEW CAMERA,99240-S1500,REAR VIEW CAMERA (Santa Fe models),111,,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Santa Fe, Santa Fe HEV, Elantra, Elantra HEV and 2022 Elantra N and Santa Fe PHEV vehicles.  Due to a damaged printed circuit board, the rearview camera image may fail to display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",A rearview image that does not display reduces the driver's visibility and increases the risk of a crash. ,"Dealers will replace the rearview camera, free of charge.  Owner notification letters were mailed January 14, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 271.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,ELANTRA 2021; ELANTRA 2022; ELANTRA HYBRID 2021; ELANTRA HYBRID 2022; ELANTRA N 2022; SANTA FE 2021; SANTA FE 2022; SANTA FE HYBRID 2021; SANTA FE HYBRID 2022; SANTA FE PLUG-IN HYBRID 2022
25V006000,SC331,"Kia America, Inc.",74469,20250113,20250221,ELECTRICAL SYSTEM:BODY CONTROL MODULE:SOFTWARE,UNIT ASSY-BDC,954C0-P4140 (Sorento Hybrid),Body Domain Control Unit Assembly,108,,"Kia America, Inc. (Kia) is recalling certain 2024-2025 Sorento, 2025 Sorento Hybrid, and 2025 Sorento Plug-In Hybrid vehicles.  A software error in the Body Domain Control Unit (BDC) may cause a loss of low beam headlights and taillights.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment."" ","A loss of headlights and taillights can reduce visibility, increasing the risk of a crash. ","Dealers will update the BDC software, free of charge.  Owner notification letters were mailed February 21, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC331. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov. ,No,No,SORENTO 2024; SORENTO 2025; SORENTO HYBRID 2025; SORENTO PHEV 2025
25V006000,SC331,"Kia America, Inc.",74469,20250113,20250221,ELECTRICAL SYSTEM:BODY CONTROL MODULE:SOFTWARE,UNIT ASSY-BDC,954C0-P4740 (Sorento Plug-in Hybrid),Body Domain Control Unit Assembly,108,,"Kia America, Inc. (Kia) is recalling certain 2024-2025 Sorento, 2025 Sorento Hybrid, and 2025 Sorento Plug-In Hybrid vehicles.  A software error in the Body Domain Control Unit (BDC) may cause a loss of low beam headlights and taillights.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment."" ","A loss of headlights and taillights can reduce visibility, increasing the risk of a crash. ","Dealers will update the BDC software, free of charge.  Owner notification letters were mailed February 21, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC331. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov. ,No,No,SORENTO 2024; SORENTO 2025; SORENTO HYBRID 2025; SORENTO PHEV 2025
25V006000,SC331,"Kia America, Inc.",74469,20250113,20250221,ELECTRICAL SYSTEM:BODY CONTROL MODULE:SOFTWARE,UNIT ASSY-BDC,954C0-R5140 (Sorento),Body Domain Control Unit Assembly,108,,"Kia America, Inc. (Kia) is recalling certain 2024-2025 Sorento, 2025 Sorento Hybrid, and 2025 Sorento Plug-In Hybrid vehicles.  A software error in the Body Domain Control Unit (BDC) may cause a loss of low beam headlights and taillights.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment."" ","A loss of headlights and taillights can reduce visibility, increasing the risk of a crash. ","Dealers will update the BDC software, free of charge.  Owner notification letters were mailed February 21, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC331. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov. ,No,No,SORENTO 2024; SORENTO 2025; SORENTO HYBRID 2025; SORENTO PHEV 2025
25V064000,274,Hyundai Motor America,33,20250206,20250312,AIR BAGS:SIDE/WINDOW,Floor Wiring Harness,91500-PI080,Floor Wiring Harness(IONIQ 5 specification),,,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 EV vehicles.  The rear floor wiring harness may contain an open circuit, which can result in the rear side air bag not deploying as intended.",A rear side air bag that does not deploy as intended can increase the risk of injury in a crash.,"Dealers will inspect and replace the rear floor wiring harness, as necessary, free of charge.  Owner notification letters were mailed March 12, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 274.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,IONIQ 5 2025
25V064000,274,Hyundai Motor America,33,20250206,20250312,AIR BAGS:SIDE/WINDOW,Floor Wiring Harness,91500-PI180,Floor Wiring Harness(IONIQ 5 specification),,,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 EV vehicles.  The rear floor wiring harness may contain an open circuit, which can result in the rear side air bag not deploying as intended.",A rear side air bag that does not deploy as intended can increase the risk of injury in a crash.,"Dealers will inspect and replace the rear floor wiring harness, as necessary, free of charge.  Owner notification letters were mailed March 12, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 274.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,IONIQ 5 2025
25V064000,274,Hyundai Motor America,33,20250206,20250312,AIR BAGS:SIDE/WINDOW,Floor Wiring Harness,91500-PI300,Floor Wiring Harness(IONIQ 5 specification),,,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 EV vehicles.  The rear floor wiring harness may contain an open circuit, which can result in the rear side air bag not deploying as intended.",A rear side air bag that does not deploy as intended can increase the risk of injury in a crash.,"Dealers will inspect and replace the rear floor wiring harness, as necessary, free of charge.  Owner notification letters were mailed March 12, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 274.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,IONIQ 5 2025
25V065000,275,Hyundai Motor America,1587,20250206,20250312,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE",Integrated Electrical Booster,58520-NI000,IEB Integrated Electrical Booster (IONIQ 5 N specification),,,"Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai IONIQ 5 ""N"" vehicles equipped with a left-foot braking (LFB) feature.  The integrated electronic brake (IEB) and vehicle control unit (VCU) software may cause reduced braking performance when LFB is activated. ","Reduced braking performance can increase the distance required to stop the vehicle, increasing the risk of a crash.","Owners who have not received the recall remedy are advised not to use the LFB feature until the updated remedy has been performed.  Additionally, owners who have received the recall remedy are advised not to use the 'N' E-shift feature until the updated remedy has been performed.  Dealers will update the IEB and VCU software, free of charge.  Owner notification letters were mailed March 12, 2025.  This recall is replaced by NHTSA recall number 25V-235.  Vehicles already repaired under this recall will need to have the new remedy completed. Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 275.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,No,No,IONIQ 5 2025
25V115000,SC337,"Kia America, Inc.",342,20250224,20250307,POWER TRAIN:DRIVELINE:DRIVESHAFT,"MOTOR-GEAR DRIVE UNIT ASSY, RR",44000-18MD2,Rear Gear Drive Unit Assembly,,,"Kia America, Inc. (Kia) is recalling certain 2025 EV9 vehicles.  The rear gear drive unit (GDU) motor shaft may have been improperly welded and become damaged, causing a loss of drive power. ",A loss of drive power increases the risk of a crash. ,"Dealers will replace the rear GDU, free of charge.  Owner notification letters were mailed March 7, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC337. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,No,No,EV9 2025
